Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15
1.5348944664001465,1.4326916933059692,0.5436569452285767,1.1274433135986328,1.1937423944473267,1.0840234756469727,1.690627098083496,0,2,5,5,0,2,7,2
-1.8717150688171387,-0.8130248188972473,-0.20220611989498138,0.20801609754562378,0.07365621626377106,-1.0303380489349365,-1.7861652374267578,0,9,2,7,0,2,6,1
-1.6017221212387085,0.31773990392684937,-1.4635040760040283,-0.6567279100418091,-0.3666057288646698,-1.8186472654342651,-1.446134090423584,0,8,0,5,0,2,2,2
-0.4360518455505371,0.7684739232063293,0.47957843542099,0.8772491812705994,0.8419426083564758,-1.1509473323822021,-0.43066826462745667,2,9,9,6,0,2,6,1
0.5552005171775818,1.4178950786590576,1.2324601411819458,1.6564316749572754,1.618588924407959,0.4515901803970337,0.5350824594497681,0,6,7,3,0,3,2,0
0.4678061604499817,-0.9595285058021545,-0.9819698929786682,-0.3482604920864105,0.050446294248104095,-0.49970322847366333,0.4307212829589844,0,4,9,6,0,2,5,2
0.13963870704174042,1.9071178436279297,5.199337482452393,1.3956644535064697,5.199337482452393,0.9127020239830017,0.13972938060760498,4,6,2,2,0,2,5,2
-0.9376819729804993,0.4740419089794159,-0.38311800360679626,-0.40774598717689514,-0.13886326551437378,-0.7647095322608948,-0.9674556851387024,1,4,0,9,0,2,6,2
0.2965075671672821,0.9413557648658752,-1.6242995262145996,-1.1352123022079468,-0.9962618350982666,0.8996251821517944,0.2822231352329254,1,1,5,4,0,2,9,1
0.19384802877902985,-1.2912333011627197,-1.3886077404022217,-1.1404922008514404,-0.7349346876144409,0.41853541135787964,0.13972938060760498,3,0,2,3,0,2,2,0
1.3300002813339233,0.8941214084625244,1.5962179899215698,5.199337482452393,1.5266804695129395,-0.6079660654067993,1.3351750373840332,2,1,0,6,0,2,1,0
-1.2266805171966553,0.8593083024024963,0.2854432761669159,-0.479402095079422,-1.015647292137146,-0.43072718381881714,-1.2206813097000122,3,7,2,4,0,0,0,1
1.0630112886428833,-1.1974992752075195,-0.522865891456604,-0.080074243247509,-0.1335650086402893,5.199337482452393,0.9956026673316956,1,0,2,4,0,2,5,0
1.2654865980148315,-0.7089972496032715,-0.13937340676784515,-0.35689425468444824,-0.11144343763589859,-0.2507531940937042,1.3351750373840332,3,9,0,6,0,2,8,2
-0.9794225096702576,0.48427024483680725,1.2519142627716064,1.4291329383850098,2.26227068901062,-5.199337482452393,-0.9674556851387024,2,8,8,4,0,2,7,0
0.0863003209233284,-1.5407986640930176,-1.1786787509918213,-1.648656964302063,-1.2403172254562378,0.7431526780128479,0.04644137993454933,5,3,4,7,0,2,1,2
0.613064169883728,1.2583332061767578,1.4193172454833984,1.2844549417495728,1.2282453775405884,-0.7647095322608948,0.6456345319747925,2,1,5,4,0,0,8,2
5.199337482452393,-0.7569922208786011,-0.3631705045700073,-0.2177143543958664,0.1654762625694275,1.4168674945831299,5.199337482452393,0,9,5,4,0,1,6,1
0.6881190538406372,-0.9593911170959473,-1.2364702224731445,-0.7579946517944336,-0.7639914751052856,0.13971006870269775,0.6456345319747925,2,5,5,9,0,0,4,0
-1.5400505065917969,0.15475237369537354,1.174655556678772,1.3548017740249634,1.3444911241531372,-1.483541488647461,-1.446134090423584,3,6,8,3,0,0,1,2
-1.0261725187301636,-2.115328788757324,-2.077587366104126,-1.5673271417617798,-1.3729504346847534,-0.5350826978683472,-0.9674556851387024,1,6,1,8,0,2,4,0
0.42476794123649597,-0.2518242597579956,0.5403136014938354,0.7771462202072144,0.4997496008872986,1.165658950805664,0.4307212829589844,2,7,8,7,0,0,9,2
1.3883323669433594,-0.11431421339511871,0.7280174493789673,0.5539978742599487,1.0607181787490845,1.1157863140106201,1.3351750373840332,2,7,0,2,0,0,5,1
-0.35784679651260376,-1.0938581228256226,-0.4282701909542084,-0.12184660881757736,-0.33692678809165955,-0.15452873706817627,-0.43066826462745667,3,7,9,2,0,2,2,1
0.4501074552536011,0.5239923596382141,-0.39887794852256775,-0.3113545775413513,-0.4890170097351074,0.36440491676330566,0.4307212829589844,2,2,8,4,0,2,4,2
0.052698008716106415,1.1704777479171753,-0.4421027600765228,-0.15734456479549408,-0.5972675085067749,0.17354579269886017,0.04644137993454933,4,4,9,6,0,0,5,0
-1.4413187503814697,0.05215715989470482,0.7599833011627197,1.210138201713562,-0.38769885897636414,-1.8186472654342651,-1.446134090423584,3,1,5,0,0,0,2,1
0.9837538599967957,-0.4381633400917053,-0.47924256324768066,0.13821764290332794,0.5546515583992004,1.3274866342544556,0.9956026673316956,0,8,6,8,0,2,2,2
1.3136794567108154,0.14794102311134338,0.8941476941108704,-0.0013422700576484203,-0.5545810461044312,-1.2621468305587769,1.3351750373840332,1,5,6,7,0,2,4,2
-0.13577134907245636,-0.5093540549278259,-0.01510708499699831,-1.0203101634979248,-0.875311553478241,0.4969819486141205,-0.13973480463027954,2,6,5,0,0,0,5,1
-0.10072892159223557,0.5535629987716675,0.3258501887321472,0.5233375430107117,-0.09993697702884674,0.4003632068634033,-0.046436894685029984,4,8,8,2,0,2,8,0
-0.3229864239692688,0.24259354174137115,-1.2642194032669067,-0.5809706449508667,-0.29278090596199036,0.25910308957099915,-0.43066826462745667,4,8,3,6,0,2,8,2
-0.3652172386646271,-0.2909887433052063,-0.5908541083335876,-0.041472241282463074,0.2595032751560211,0.2938283383846283,-0.43066826462745667,2,5,3,6,0,2,4,0
-1.3252272605895996,-0.27468663454055786,-0.5400089025497437,-1.2142395973205566,-0.7470017671585083,-5.199337482452393,-1.2206813097000122,2,7,9,2,0,0,8,1
-0.5524881482124329,-0.9799320101737976,-0.5412614941596985,-0.9374290704727173,-0.722684383392334,-0.2898515462875366,-0.5894518494606018,0,7,9,0,1,0,6,0
