Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9
0.15638938546180725,-0.7462638020515442,-0.023307761177420616,-0.21412347257137299,0.33713996410369873,0.5505793690681458,-0.36562108993530273,-0.24150784313678741,-0.41595104336738586
0.14526569843292236,1.096832513809204,-0.4643966257572174,1.3342534303665161,-0.6739855408668518,1.2676681280136108,-1.71816086769104,-0.24150784313678741,-0.41595104336738586
0.18200942873954773,-1.2451753616333008,-1.343427062034607,-1.624011516571045,-0.9409423470497131,-0.9686371088027954,1.7888000011444092,-0.24150784313678741,-0.41595104336738586
0.14920392632484436,0.8043187260627747,-1.343427062034607,1.6814302206039429,1.1831332445144653,-0.7336609959602356,0.6880457401275635,1.3525407314300537,0.19678619503974915
0.1658664494752884,0.6865217089653015,-0.937953531742096,0.027524933218955994,-0.7730972170829773,-0.4897731840610504,1.2596025466918945,-0.24150784313678741,-0.41595104336738586
0.1651678830385208,-3.2129838466644287,-0.779554545879364,0.5617696046829224,1.315517544746399,0.3352242112159729,1.3163450956344604,-0.24150784313678741,-0.41595104336738586
0.14791761338710785,1.6405258178710938,-1.343427062034607,1.4428372383117676,1.3464913368225098,-1.4808011054992676,-0.542134702205658,1.3060660362243652,-0.41595104336738586
0.14290957152843475,-0.47294536232948303,-1.343427062034607,5.199337482452393,-1.7892359495162964,5.199337482452393,-1.847428560256958,-0.24150784313678741,-0.41595104336738586
0.15555790066719055,-0.13785314559936523,-0.023307761177420616,0.17252391576766968,-0.27537161111831665,0.4519598186016083,-0.36562108993530273,-0.24150784313678741,-0.41595104336738586
0.18098555505275726,-5.199337482452393,-1.343427062034607,-1.4523820877075195,0.7654136419296265,-1.4808011054992676,1.9548550844192505,-0.24150784313678741,-0.41595104336738586
0.16720989346504211,1.0279414653778076,1.2774617671966553,-1.3978649377822876,-1.3981150388717651,-1.4808011054992676,0.8105567097663879,-0.24150784313678741,-0.41595104336738586
