Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24
-0.6592468619346619,-0.08373913913965225,-0.5661155581474304,-0.08423961699008942,-0.08986245095729828,-0.4622288644313812,-0.08984609693288803,-0.21756573021411896,-0.07930437475442886,-0.16440699994564056,-0.15881815552711487,-0.8188742399215698,-0.36151453852653503,-0.7783085107803345,-0.08682303130626678,1.5014456510543823,-0.13256676495075226,-0.08395294100046158,0.0842130035161972,0.092565156519413,1.3851689100265503,2,0,3
0.19655953347682953,0.18493828177452087,0.34786731004714966,0.22941464185714722,0.8035878539085388,0.6185974478721619,0.7754704356193542,0.6773121356964111,-0.07930437475442886,-0.16440699994564056,-0.15881815552711487,1.5012482404708862,1.2890645265579224,1.5012482404708862,-0.08682303130626678,-0.22827771306037903,-0.13256676495075226,-0.08395294100046158,0.6224574446678162,0.9766643643379211,-0.3403056561946869,0,0,7
-0.3839802145957947,0.6319355368614197,1.0848214626312256,0.6320118308067322,1.1671675443649292,1.1530739068984985,1.1671669483184814,1.1107714176177979,-0.07930437475442886,-0.16440699994564056,-0.15881815552711487,0.6953401565551758,0.827364444732666,0.7279130220413208,-0.08682303130626678,1.1087535619735718,-0.13256676495075226,-0.08395294100046158,1.1108020544052124,0.8855621218681335,0.8416792154312134,1,0,1
0.9620829224586487,-0.27089688181877136,-0.5661155581474304,-0.2716776430606842,0.4064056873321533,0.6185974478721619,0.44084200263023376,0.1697770208120346,-0.07930437475442886,-0.16440699994564056,-0.15881815552711487,-0.041790302842855453,-0.36151453852653503,-0.0418664924800396,-0.08682303130626678,-0.22827771306037903,-0.13256676495075226,-0.08395294100046158,0.25439655780792236,-0.15768378973007202,-0.3403056561946869,0,0,4
-0.08365405350923538,0.9868517518043518,1.0848214626312256,0.9868789911270142,1.3519692420959473,1.1530739068984985,1.3519692420959473,1.2992548942565918,1.499914288520813,1.5026254653930664,1.5011500120162964,0.7820068597793579,0.827364444732666,0.7956023216247559,-0.08682303130626678,-0.22827771306037903,-0.13256676495075226,-0.08395294100046158,1.281853437423706,1.025802731513977,-0.3403056561946869,0,0,7
0.9620829224586487,0.3384794294834137,0.34786731004714966,0.33817583322525024,-0.8877992630004883,-0.4622288644313812,-0.9465516209602356,-0.029651710763573647,-0.07930437475442886,-0.16440699994564056,-0.15881815552711487,-0.8188742399215698,-0.36151453852653503,-0.7783085107803345,-0.08682303130626678,-0.22827771306037903,-0.13256676495075226,-0.08395294100046158,-0.13597235083580017,-0.23443834483623505,-0.3403056561946869,0,0,7
-0.8605352640151978,-1.1851640939712524,-0.5661155581474304,-1.2539931535720825,-0.8877992630004883,-0.4622288644313812,-0.9465516209602356,-1.5398144721984863,-0.07930437475442886,-0.16440699994564056,-0.15881815552711487,-0.8188742399215698,-0.36151453852653503,-0.7783085107803345,-0.08682303130626678,-0.22827771306037903,-0.13256676495075226,-0.08395294100046158,-0.888339102268219,-1.8194044828414917,-0.3403056561946869,0,0,4
4.763000965118408,-0.8082517981529236,-0.5661155581474304,-0.8100796937942505,-0.8877992630004883,-0.4622288644313812,-0.9465516209602356,-1.1107709407806396,-0.07930437475442886,-0.16440699994564056,-0.15881815552711487,0.44282183051109314,-0.36151453852653503,0.4428122639656067,-0.08682303130626678,-0.22827771306037903,-0.13256676495075226,-0.08395294100046158,-0.888339102268219,-0.45708003640174866,-0.3403056561946869,0,0,1
-0.08365405350923538,0.8311096429824829,1.0848214626312256,0.8310938477516174,1.5084059238433838,1.1530739068984985,1.5084059238433838,1.5060584545135498,-0.07930437475442886,-0.16440699994564056,-0.15881815552711487,0.9793899655342102,1.2890645265579224,1.0176491737365723,-0.08682303130626678,1.5014456510543823,1.5668879747390747,1.5013916492462158,1.6446830034255981,1.3371747732162476,1.5473783016204834,2,1,0
-1.5010815858840942,1.1107215881347656,1.0848214626312256,1.11077880859375,0.12285906821489334,-0.4622288644313812,0.12289956212043762,0.5673078894615173,-0.07930437475442886,-0.16440699994564056,-0.15881815552711487,-0.8188742399215698,-0.36151453852653503,-0.7783085107803345,-0.08682303130626678,-0.22827771306037903,-0.13256676495075226,-0.08395294100046158,0.0842130035161972,0.39860522747039795,-0.3403056561946869,0,0,7
-0.08365405350923538,0.9743546843528748,1.0848214626312256,0.9743784070014954,1.0885685682296753,1.1530739068984985,1.091100811958313,1.0409584045410156,-0.07930437475442886,-0.16440699994564056,-0.15881815552711487,0.6417233347892761,-0.36151453852653503,0.630115270614624,-0.08682303130626678,-0.22827771306037903,-0.13256676495075226,-0.08395294100046158,0.8409793376922607,0.8290482759475708,-0.3403056561946869,0,0,7
