Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46
-0.6267270445823669,0.13773813843727112,-0.09489970654249191,0.11472056806087494,-0.27441537380218506,-1.316443681716919,-0.21561619639396667,-0.22937054932117462,-0.17338335514068604,0.07782075554132462,-0.10245245695114136,-0.04236087203025818,0.002675428753718734,0.020728375762701035,-0.9160513877868652,-0.6292822360992432,-0.774331271648407,-0.12433741241693497,0.05330335721373558,0.935373842716217,1.5264716148376465,1.734166145324707,0.9458655118942261,0.8677164912223816,1.391334891319275,1.1035492420196533,1.0604504346847534,1.3186759948730469,1.4388165473937988,1.468980073928833,0.7580062747001648,1.2755558490753174,1.5289552211761475,0.9674575328826904,1.0486547946929932,1.1915897130966187,0.3099733889102936,1.1351581811904907,-0.17181795835494995,1.24577796459198,1.2806271314620972,0.8669745922088623,0.8159662485122681,1.245985746383667,2,1
-0.7539229393005371,0.13774235546588898,-0.09601756930351257,0.11415977030992508,-0.15046662092208862,-0.408743292093277,-0.14058102667331696,-0.16564476490020752,-0.0971798375248909,-0.16632778942584991,0.08455441892147064,0.1338733583688736,0.1546918898820877,0.13318882882595062,-0.5944401025772095,0.6631433367729187,1.489524483680725,-0.07206529378890991,0.04638364911079407,0.24953320622444153,0.20888839662075043,0.062229178845882416,-0.3841206133365631,0.17560604214668274,0.33136826753616333,-0.24551045894622803,0.24330002069473267,0.1170576885342598,0.20767152309417725,-0.31202390789985657,-0.020575573667883873,-0.28648772835731506,0.1251489371061325,0.3210413157939911,-0.1415528953075409,0.0693831667304039,-0.14236371219158173,0.1052674874663353,-0.16891871392726898,0.11606021970510483,-0.1545695662498474,0.20262083411216736,0.1379651427268982,0.4633086025714874,0,0
0.8443576693534851,0.13782018423080444,-0.09010704606771469,0.11908292025327682,0.021075522527098656,0.274088978767395,-0.09664889425039291,-0.059307295829057693,0.0378417894244194,0.07714370638132095,0.16713428497314453,0.19872812926769257,0.06051644682884216,0.06378789246082306,1.3337405920028687,-0.4225066900253296,-0.2690989375114441,0.9235237240791321,-0.15682294964790344,-1.2211570739746094,-1.4459699392318726,-0.35343852639198303,0.024921972304582596,-0.19775980710983276,0.23781314492225647,0.17395290732383728,-0.12251321226358414,-0.023371275514364243,-0.18753911554813385,-0.23464205861091614,0.3206527829170227,-0.021378736943006516,-0.16986985504627228,-0.04973923787474632,-0.49220260977745056,-0.7001249194145203,0.07322610914707184,-0.7992350459098816,-0.5341067314147949,-0.555355966091156,-0.5075477361679077,-0.3827816843986511,-0.6216288208961487,-0.9859817028045654,0,0
-1.1453267335891724,0.1377336084842682,-0.09603017568588257,0.11403555423021317,-0.2806031107902527,-1.324259877204895,-0.2252986580133438,-0.2336517572402954,-0.17149090766906738,0.3634185194969177,0.1385970115661621,-0.0058754519559443,0.2487630844116211,0.27626338601112366,-1.5827195644378662,-0.440716952085495,-0.7472134828567505,1.2917054891586304,0.6665541529655457,-0.27006542682647705,0.4421592652797699,0.5321272611618042,0.7521721124649048,0.4083876311779022,0.6317859888076782,0.6525507569313049,0.018232660368084908,0.8866674304008484,0.608601987361908,0.48023825883865356,0.37472018599510193,0.46948865056037903,0.7755715847015381,-0.14977768063545227,1.0329923629760742,1.1962162256240845,0.034271489828825,-0.4703904688358307,1.020519495010376,-0.24423711001873016,0.7902987003326416,1.2898310422897339,1.267260193824768,0.9850934743881226,1,1
-0.8303670883178711,0.13773496448993683,-0.09597959369421005,0.11408277601003647,-0.12460580468177795,-0.24371786415576935,-0.13910825550556183,-0.12162511795759201,-0.07925739139318466,-0.21811451017856598,-0.19489318132400513,-0.129276841878891,-0.11567110568284988,-0.10523398220539093,-0.1374509632587433,-1.1387042999267578,-0.6572476029396057,-0.13568969070911407,1.1951782703399658,1.1163148880004883,0.741500973701477,0.272265762090683,0.8048451542854309,0.5480011105537415,0.49724042415618896,1.211045742034912,0.7393050193786621,0.893139123916626,0.7652860879898071,0.5723967552185059,0.6223461031913757,0.45306694507598877,1.2480151653289795,0.9397804141044617,1.149795413017273,0.46368905901908875,0.879509449005127,0.2552770674228668,0.645797073841095,0.8985893130302429,1.0165014266967773,0.8748418092727661,0.876032829284668,0.36183759570121765,1,1
-1.1881520748138428,0.13773934543132782,-0.09646366536617279,0.1140730008482933,-0.1477755606174469,-0.374362975358963,-0.13481049239635468,-0.1286233812570572,-0.10309207439422607,-0.48352885246276855,-0.4173606038093567,-0.321514368057251,-0.1902715414762497,-0.13251687586307526,-1.0449801683425903,-0.13118013739585876,0.5730555057525635,0.21015584468841553,0.44749125838279724,0.550412654876709,1.7469443082809448,1.185097098350525,1.228756070137024,1.1104015111923218,0.238225519657135,1.4110767841339111,0.6718457341194153,0.4781970679759979,0.8312276601791382,1.2879292964935303,0.1463116854429245,1.1246614456176758,0.7567076086997986,0.4748836159706116,1.847080945968628,1.395740032196045,1.2650082111358643,0.19659076631069183,0.4346068799495697,0.5814136266708374,0.7113404870033264,0.6230841279029846,1.397098183631897,-0.4121113717556,0,0
-1.5184651613235474,0.1377272754907608,-0.09647777676582336,0.11378803104162216,-0.07461033016443253,-0.027414705604314804,-0.11371607333421707,-0.09463151544332504,-0.08877371996641159,-0.5018734931945801,-0.6205545663833618,-0.5689798593521118,-0.757927417755127,-0.7590175867080688,-0.4489251375198364,-0.8688697814941406,-1.3934065103530884,0.029310766607522964,-0.28047406673431396,-0.14411470293998718,-0.29011279344558716,-0.165621817111969,-0.1553163230419159,-0.021248873323202133,-0.5872870087623596,-0.24232789874076843,-0.3530823886394501,-0.33211997151374817,-0.3274449408054352,-0.07390160858631134,-0.12188544124364853,0.11957226693630219,0.08571457862854004,-0.03835141286253929,-0.20511209964752197,-0.06938489526510239,0.1332283318042755,-0.00816322397440672,-0.10153084248304367,0.1824021190404892,-0.23459583520889282,0.17465463280677795,-0.17032021284103394,-0.10920113325119019,2,1
0.08904603868722916,0.137786403298378,-0.09359948337078094,0.11698849499225616,0.3291507959365845,1.2258861064910889,0.03135140612721443,0.0622667521238327,0.12825286388397217,0.5682329535484314,0.45575886964797974,0.5077612400054932,0.7370011210441589,0.8061996102333069,0.5557615160942078,-0.26157474517822266,-0.6196779608726501,1.0529515743255615,1.1615502834320068,0.8599393367767334,0.4975919723510742,0.8787840008735657,-0.5564233660697937,0.6752541065216064,-0.46086063981056213,1.0185526609420776,0.9112615585327148,0.5183382630348206,-0.21517327427864075,0.7967044711112976,-0.5303223133087158,0.038130056113004684,0.884183943271637,1.1857120990753174,1.274336814880371,0.8313061594963074,1.195180058479309,1.2608877420425415,0.5656840801239014,0.871871292591095,1.1725740432739258,0.7834368944168091,0.7963482737541199,0.8085189461708069,0,0
-0.5726189017295837,0.1377592533826828,-0.09571302682161331,0.1153850331902504,-0.10441642999649048,-0.18871793150901794,-0.11260118335485458,-0.1344785839319229,-0.11036761105060577,-0.21386420726776123,0.3123711347579956,0.42716166377067566,0.520380437374115,0.5637901425361633,-0.296993613243103,1.124586582183838,-1.1825766563415527,-0.31893545389175415,0.4658854901790619,-0.33075574040412903,0.250103235244751,0.2290988266468048,0.13321234285831451,0.3405196964740753,0.20600289106369019,0.40764880180358887,0.4908648431301117,0.2094561755657196,0.4410247802734375,0.12835530936717987,0.7925263047218323,0.5916520953178406,-0.10652346909046173,0.7931361794471741,0.6400739550590515,0.5974609851837158,0.5088790655136108,0.9002254605293274,0.5962731838226318,0.28864675760269165,-0.1485779583454132,0.21352684497833252,0.508733332157135,0.18869085609912872,1,0
0.5562944412231445,0.13776996731758118,-0.09063877910375595,0.11714674532413483,-0.1848396509885788,-0.5664581656455994,-0.16672803461551666,-0.18278805911540985,-0.10330905020236969,0.8572120070457458,1.0350210666656494,1.2119405269622803,1.2220760583877563,1.141801118850708,0.1951410174369812,0.7745446562767029,1.0042964220046997,-1.0884805917739868,1.1788074970245361,2.2407753467559814,0.17151857912540436,1.5540539026260376,1.2848777770996094,1.3699780702590942,1.3615341186523438,0.2239685207605362,0.9270668029785156,0.935202419757843,0.6451364755630493,-0.44686514139175415,-0.8323994874954224,0.3871181905269623,-0.5134148001670837,0.432784765958786,1.4044989347457886,1.2578994035720825,0.8346332907676697,1.1430343389511108,1.2236284017562866,1.2584410905838013,0.34347298741340637,-0.22808165848255157,1.3319337368011475,0.25005990266799927,0,1
