Feature_1,Feature_2,Feature_3,Feature_4
-0.5141379237174988,-1.4652349948883057,-1.220642328262329,0
-0.1987886279821396,1.4191843271255493,-0.1396942287683487,0
1.3985265493392944,2.226560592651367,1.2206183671951294,0
-0.787147045135498,-0.15452797710895538,-0.8957708477973938,1
-1.36676824092865,-0.2898535132408142,-0.7658063769340515,0
-0.7678878903388977,0.1397133767604828,-0.764683723449707,1
0.12025531381368637,-0.43073415756225586,1.2206183671951294,0
0.3312516212463379,-1.1407644748687744,-0.1396942287683487,0
-1.1679123640060425,-0.43073415756225586,-1.2758185863494873,0
-1.5611512660980225,4.680552959442139,-1.3351787328720093,0
-0.3618728518486023,-0.03562997654080391,-0.5566148161888123,1
0.8699424862861633,-0.09405501186847687,0.13971006870269775,0
1.3736778497695923,0.910021185874939,1.2206183671951294,0
-0.35665151476860046,1.4191843271255493,-0.7658063769340515,0
0.3707832396030426,0.2822200059890747,1.2206183671951294,0
-0.7903852462768555,-1.4093562364578247,-1.044406533241272,1
-0.1309407651424408,-1.6683928966522217,-0.764683723449707,1
-0.5028180480003357,-1.220641016960144,-0.3554703891277313,1
0.13860395550727844,-0.3594001829624176,-0.1396942287683487,1
-0.7742756605148315,1.4191843271255493,8.067961061897222e-06,0
-0.3775968849658966,-0.2898535132408142,0.13971006870269775,0
-1.5008790493011475,-0.2898535132408142,-1.3996572494506836,1
-0.5369787216186523,0.21043185889720917,-0.3554703891277313,1
-0.5601032972335815,-1.309172511100769,-1.220642328262329,1
1.2410211563110352,0.7647114992141724,1.2206183671951294,1
-2.3027782440185547,-0.3594001829624176,-2.04958438873291,1
-0.5601032972335815,-0.7647063136100769,-1.0429774522781372,0
-5.199337482452393,0.21043185889720917,-2.04958438873291,0
0.5705801844596863,4.680552959442139,4.4301323890686035,0
-0.7646930813789368,-1.4093562364578247,-1.220642328262329,1
-1.1821072101593018,1.76285982131958,-0.8957708477973938,0
-0.14413946866989136,-0.43073415756225586,0.13971006870269775,0
5.199337482452393,-1.5932203531265259,-0.1396942287683487,0
-4.483038425445557,-0.2898535132408142,-4.833602428436279,0
1.0903666019439697,-0.5350865721702576,-0.1396942287683487,1
0.9122638702392578,0.1397133767604828,1.2206183671951294,0
