Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15
-0.37744614481925964,1.34528648853302,1.054831862449646,0.6045880913734436,-0.6287000775337219,0.7114580273628235,0,1,1,2,1,1,1,0,1
-0.2995288670063019,-1.0011284351348877,-0.39970389008522034,1.1689355373382568,-0.4984288215637207,1.3548694849014282,2,1,1,2,4,1,1,1,1
0.38892364501953125,-0.5519458651542664,0.16928260028362274,-0.5186730623245239,-0.3487556576728821,-0.7273352742195129,2,1,1,8,4,0,0,0,1
0.35514333844184875,0.0553738996386528,0.4649199843406677,-0.5186730623245239,0.15103964507579803,-0.7273352742195129,1,2,2,1,4,0,0,0,1
-0.49568402767181396,-0.44799599051475525,0.04515094682574272,-0.5186730623245239,-0.0006437187548726797,-0.7273352742195129,1,1,1,8,4,0,0,1,1
-0.012176796793937683,-0.44799599051475525,0.2832217514514923,-0.5186730623245239,-1.4210091829299927,0.5642051100730896,2,2,2,2,4,1,0,1,1
-1.2074081897735596,0.8548683524131775,0.11396322399377823,-0.5186730623245239,-0.6744897961616516,0.6866570711135864,2,1,1,7,4,1,0,1,1
-0.84518963098526,-3.8418161869049072,-0.18897755444049835,-0.5186730623245239,-1.4210091829299927,-0.7273352742195129,2,1,1,2,4,0,0,1,2
-0.3487551808357239,1.3351768255233765,0.2832217514514923,1.5496989488601685,-0.3487556576728821,0.7832586169242859,1,1,1,1,4,1,1,1,1
1.7222882509231567,1.0561230182647705,5.199337482452393,1.1689355373382568,-0.817511260509491,-0.7273352742195129,2,1,1,0,0,1,1,1,1
0.9305547475814819,-0.34869611263275146,-0.5286577939987183,-0.5186730623245239,-0.0006437187548726797,-0.7273352742195129,2,1,1,5,4,1,0,0,1
0.415778785943985,0.4511384069919586,0.2832217514514923,-0.5186730623245239,-0.6744897961616516,-0.7273352742195129,2,2,2,2,4,0,0,1,1
-0.26433679461479187,-0.847095251083374,-0.4632171392440796,-0.5186730623245239,1.0413196086883545,0.1446576714515686,2,1,1,2,1,1,0,0,1
-1.4321120977401733,-1.6974486112594604,-0.5286577939987183,-0.5186730623245239,0.3487556576728821,0.19726696610450745,2,1,1,7,0,0,0,0,1
-1.3351763486862183,0.3276144862174988,0.7464556097984314,-0.5186730623245239,0.6045854091644287,-0.7273352742195129,1,2,2,2,3,1,0,0,1
-0.9814522862434387,0.9796144366264343,-1.5299407243728638,-0.5186730623245239,-0.04314230754971504,0.17245051264762878,1,2,2,9,3,0,0,1,1
-0.7868759036064148,1.1393733024597168,-0.18897755444049835,-0.5186730623245239,-0.47278913855552673,0.2851983308792114,2,1,1,4,4,1,0,1,1
-0.636686384677887,0.46908316016197205,0.6539211273193359,1.1689355373382568,-0.2592341899871826,1.3441131114959717,1,1,1,7,4,1,1,0,1
0.10368306934833527,-0.6577500104904175,-0.18897755444049835,1.4341936111450195,-0.22988411784172058,0.16008295118808746,2,2,2,4,1,1,1,1,1
0.911329448223114,0.26203984022140503,1.3597530126571655,1.3351534605026245,0.90845787525177,-0.7273352742195129,2,1,1,0,3,1,1,0,1
-0.9223023056983948,0.406624436378479,-0.39970389008522034,-0.5186730623245239,-0.15250597894191742,0.4974982738494873,2,2,2,0,4,0,0,0,1
0.9187917709350586,-3.8418161869049072,1.8324403762817383,-0.5186730623245239,-1.4210091829299927,-0.7273352742195129,2,1,1,2,1,1,0,0,1
-0.11418255418539047,0.0553738996386528,0.698882520198822,0.3487686812877655,0.7478585243225098,0.055712681263685226,1,1,1,6,4,0,1,1,1
-0.019135532900691032,0.8377186059951782,1.1977946758270264,1.0299509763717651,1.2133395671844482,0.4720710217952728,2,1,1,7,3,1,1,0,1
-0.9363404512405396,0.4285071790218353,-0.3009656071662903,0.3487686812877655,-0.0006437187548726797,-0.7273352742195129,2,1,1,7,4,1,1,0,1
-0.3062730133533478,1.3351768255233765,0.11396322399377823,-0.5186730623245239,0.15103964507579803,1.0257569551467896,1,1,1,0,4,0,0,1,1
-1.0621083974838257,1.0633149147033691,0.4649199843406677,-0.5186730623245239,-0.19105197489261627,-0.7273352742195129,2,1,1,2,4,0,0,1,1
0.9467620849609375,-1.2038871049880981,-0.5286577939987183,1.0299509763717651,0.47278913855552673,0.9790984392166138,2,1,1,2,3,1,1,0,1
-0.6243255138397217,1.0561230182647705,0.7464556097984314,-0.5186730623245239,0.7033812403678894,-0.7273352742195129,1,2,2,7,4,1,0,1,1
-1.3351763486862183,-3.8418161869049072,-0.07013868540525436,-0.5186730623245239,-0.0006437187548726797,-0.11418533325195312,2,1,1,7,4,0,0,0,1
0.5351560711860657,1.231373906135559,1.7491586208343506,1.3351534605026245,-1.4210091829299927,1.3634270429611206,1,1,1,7,3,1,1,0,1
0.6831644773483276,-3.8418161869049072,-1.5299407243728638,-0.5186730623245239,0.24469715356826782,-0.7273352742195129,2,0,0,0,0,0,0,0,0
0.39540764689445496,-0.847095251083374,0.11396322399377823,0.6985275745391846,0.42240801453590393,-0.7273352742195129,1,1,1,5,1,1,1,1,1
-0.106307253241539,1.387168526649475,1.2123557329177856,-0.5186730623245239,1.3660225868225098,0.743671715259552,2,1,1,8,4,1,0,1,1
-0.04872443154454231,0.3976086378097534,1.5531095266342163,-0.5186730623245239,-0.6391471028327942,-0.7273352742195129,2,1,1,8,4,1,0,1,1
