Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8
-1.4269917011260986,-0.8416215181350708,1.0561333894729614,0.08365165442228317,0.027171306312084198,0.7797159552574158,-0.6477417349815369,-0.6229427456855774
0.6229876279830933,-5.199337482452393,-0.25335031747817993,1.2815561294555664,-0.7024722099304199,1.0364327430725098,0.9029620289802551,0.7279136180877686
1.6448974609375,0.6229259371757507,0.2533456087112427,0.16788838803768158,0.7676106691360474,0.5942050814628601,0.4664442837238312,1.273989200592041
0.25335240364074707,0.15097013115882874,-0.25335031747817993,-1.0350595712661743,-0.7024722099304199,0.4438680410385132,0.017669156193733215,-4.033980530948611e-06
-0.2616266906261444,0.5350828170776367,-0.08365337550640106,-1.0350595712661743,-0.7024722099304199,-0.40848881006240845,0.42285677790641785,-0.8416193723678589
-0.7737674713134766,0.5137776732444763,1.833915114402771,0.31131866574287415,0.7417275309562683,0.07910826057195663,-0.7304936647415161,1.036427617073059
-1.4269917011260986,-1.5582091808319092,-5.1736602783203125,-1.0350595712661743,-0.7024722099304199,-1.530190110206604,-0.16554419696331024,-0.4307412803173065
-0.2616266906261444,-0.890247106552124,-0.25335031747817993,-0.2533484101295471,0.2533470094203949,-0.8282318711280823,0.4786255955696106,-1.6218605041503906
-1.4269917011260986,0.49270305037498474,0.5729653239250183,-1.0350595712661743,-0.7024722099304199,0.024833645671606064,0.014172744937241077,-1.6218605041503906
-0.2616266906261444,-1.1884233951568604,0.2533456087112427,-0.21042941510677338,0.07953721284866333,-0.39523226022720337,-0.7636697888374329,-1.1107715368270874
0.43073177337646484,1.2776848077774048,0.43072423338890076,-1.0350595712661743,-0.7024722099304199,1.5580568313598633,-0.17269565165042877,-0.25334376096725464
0.43073177337646484,-1.1884233951568604,-0.43072301149368286,-0.12566107511520386,-0.012815485708415508,-1.0803300142288208,-0.16554419696331024,0.08364880830049515
1.2816016674041748,-0.39433538913726807,-1.3829916715621948,-1.0350595712661743,-0.7024722099304199,-0.12847401201725006,-0.03128092736005783,0.8416074514389038
-1.4269917011260986,-0.43072742223739624,1.501086950302124,-1.0350595712661743,-0.7024722099304199,-0.31704312562942505,-1.0279055833816528,1.1107664108276367
-1.4269917011260986,0.25334885716438293,-0.25335031747817993,-1.0350595712661743,-0.7024722099304199,-1.0279051065444946,-0.9430802464485168,-1.6218605041503906
-1.4269917011260986,0.027854951098561287,-0.6229245662689209,-0.027854204177856445,0.3480830192565918,-4.879404544830322,1.869384527206421,-1.6218605041503906
-0.2616266906261444,-0.8416215181350708,-1.2815488576889038,-0.3943368196487427,0.3406948149204254,-0.8149744272232056,0.9495406150817871,-1.1107715368270874
-1.4269917011260986,-0.5436726212501526,0.34069257974624634,-0.027854204177856445,-0.7024722099304199,-4.879404544830322,0.5125002861022949,-1.6218605041503906
-1.4269917011260986,1.254875898361206,0.43072423338890076,1.5010864734649658,1.5186374187469482,1.6119927167892456,-0.5584251880645752,-0.34069734811782837
0.43073177337646484,1.2776848077774048,0.08365150541067123,-0.21042941510677338,1.0013314485549927,-0.8560119867324829,0.5596699714660645,1.3205031156539917
0.43073177337646484,-0.3230370283126831,0.08365150541067123,1.5010864734649658,0.24539074301719666,0.5942050814628601,-0.526884138584137,0.2533479332923889
-0.2616266906261444,-0.39433538913726807,-1.1918132305145264,0.25333574414253235,0.9185454845428467,-0.39523226022720337,0.12096069753170013,-1.1107715368270874
0.43073177337646484,-0.7949087619781494,0.2533456087112427,-0.2533484101295471,0.18225248157978058,0.20511950552463531,1.4324332475662231,0.902728259563446
-1.4269917011260986,0.25334885716438293,1.6448540687561035,-1.0350595712661743,-0.7024722099304199,-1.4573389291763306,-0.5347193479537964,-1.6218605041503906
-0.2616266906261444,0.8416216969490051,-5.1736602783203125,-1.0350595712661743,-0.7024722099304199,-0.6421812176704407,-0.6917126774787903,-0.0836619958281517
0.25335240364074707,0.3406952917575836,1.2963051795959473,-0.4591124951839447,0.8416212797164917,0.35848361253738403,0.595064103603363,-0.0836619958281517
-0.2616266906261444,-0.6229254007339478,-1.2815488576889038,0.31131866574287415,0.4755309224128723,0.8416106104850769,0.3150911331176758,-0.6229427456855774
-0.7737674713134766,1.325413465499878,1.2963051795959473,0.3703644573688507,-0.7024722099304199,0.4438680410385132,1.2547951936721802,1.3700640201568604
1.1107860803604126,1.908412218093872,0.5729653239250183,-1.0350595712661743,-0.7024722099304199,1.6119927167892456,-1.561343789100647,0.902728259563446
0.0836159735918045,1.4906457662582397,-1.1107591390609741,-0.08365052938461304,1.1543272733688354,0.09412726759910583,0.5788860321044922,0.43072769045829773
1.8339383602142334,-0.6229254007339478,0.9796260595321655,0.6920769810676575,0.4755309224128723,-0.26600271463394165,0.2911445200443268,1.1107664108276367
-1.4269917011260986,0.385320246219635,-0.25335031747817993,-0.21042941510677338,1.045410394668579,-0.2075883150100708,1.6634505987167358,-0.4307412803173065
