Feature_1,Feature_2,Feature_3,Feature_4,Feature_5
-1.3207889795303345,0.991965115070343,0.46654772758483887,0.7598919868469238,-1.4285131692886353
-0.4452727138996124,0.019953392446041107,-0.4599500894546509,0.19469653069972992,-0.4904041290283203
-0.41355815529823303,-0.4625259041786194,1.261702299118042,-0.39421766996383667,-0.1677822470664978
0.9383790493011475,1.6394617557525635,0.8142082095146179,1.8111579418182373,0.23996691405773163
0.906136691570282,0.019953392446041107,-0.5080440044403076,1.5589773654937744,0.23996691405773163
0.45385777950286865,-1.67145836353302,-1.0230827331542969,0.5562499165534973,-1.6141918897628784
0.4818439781665802,1.6394617557525635,-0.19744177162647247,-0.6141474843025208,1.8648005723953247
0.08193147927522659,0.9560047388076782,0.4294325113296509,0.5562499165534973,-0.7725784182548523
1.2506879568099976,-0.8191845417022705,1.6156498193740845,-1.4274042844772339,0.6590391397476196
-0.2031312882900238,1.3782117366790771,2.7891786098480225,-0.7650578618049622,0.6590391397476196
-1.258171558380127,-0.9493265151977539,-0.1255899965763092,-1.3756903409957886,0.6590391397476196
0.9716277718544006,1.1508504152297974,-0.8264904022216797,0.7893832921981812,-0.7725784182548523
1.2921319007873535,1.068036437034607,-0.012028872966766357,1.2895176410675049,0.00806939322501421
-1.1972427368164062,-0.3468583822250366,-0.5080440044403076,-0.17305675148963928,0.5792388916015625
0.668481707572937,0.5016313791275024,0.2682170569896698,0.6659902334213257,-0.881662905216217
-0.7058919668197632,0.6007565855979919,-0.6603432893753052,-0.09127654135227203,1.1718089580535889
-0.08740418404340744,-0.4625259041786194,0.2682170569896698,1.2618705034255981,-0.13299672305583954
1.7599496841430664,0.1924203634262085,-0.9876754879951477,0.5562499165534973,1.1718089580535889
-0.302081823348999,0.019953392446041107,1.1776018142700195,-0.6877798438072205,-0.8078661561012268
0.3734482526779175,0.43006664514541626,0.5424979329109192,-0.0342019721865654,0.05925857648253441
0.5682377219200134,3.437997579574585,0.15195141732692719,1.6971381902694702,0.033652886748313904
-0.3758947551250458,-0.9042489528656006,0.8142082095146179,-0.0342019721865654,1.1718089580535889
0.32519954442977905,0.3222474753856659,0.5816512107849121,-1.7732168436050415,-0.7725784182548523
-0.515970766544342,-1.2122665643692017,-1.9808530807495117,-1.4274042844772339,-1.1908072233200073
0.9716277718544006,1.3009642362594604,-0.15561196208000183,-1.3756903409957886,0.6590391397476196
0.1386605203151703,0.3222474753856659,0.010618085041642189,0.43276262283325195,1.1718089580535889
0.7228019833564758,1.8276185989379883,0.8775062561035156,-0.17305675148963928,1.1260026693344116
-0.7468876242637634,0.43006664514541626,-0.19744177162647247,0.43276262283325195,0.00806939322501421
-0.7058919668197632,-0.9964208006858826,-0.3253574073314667,1.0303442478179932,-0.7725784182548523
0.5682377219200134,0.21805867552757263,1.6156498193740845,1.154236912727356,0.8899220824241638
-1.258171558380127,1.1084930896759033,0.19040168821811676,1.154236912727356,-2.479163646697998
-0.9238754510879517,0.10158378630876541,-1.7375339269638062,-0.39421766996383667,-0.40937942266464233
-0.23883308470249176,-0.4852682948112488,-0.7677904367446899,-1.2820481061935425,0.7432777285575867
0.5682377219200134,1.23078453540802,-0.36909952759742737,1.2618705034255981,-0.920417070388794
-1.3207889795303345,-1.335638403892517,-1.4972785711288452,2.528534412384033,-0.8078661561012268
1.1170328855514526,0.43006664514541626,0.2682170569896698,-1.1205320358276367,0.39101505279541016
-0.5522881746292114,1.529058575630188,-0.4599500894546509,-0.953414797782898,1.5970523357391357
0.7855707406997681,1.068036437034607,0.46654772758483887,-0.09127654135227203,0.07207488268613815
0.7557697296142578,-0.8609378337860107,0.8775062561035156,0.4029054343700409,-1.376402735710144
0.277696818113327,-0.8191845417022705,-0.41355985403060913,-0.09127654135227203,0.07207488268613815
1.9086217880249023,0.991965115070343,-0.7677904367446899,1.6475375890731812,1.7610840797424316
-1.4645061492919922,0.2697865962982178,-1.2711052894592285,0.25294265151023865,-0.40937942266464233
0.659101665019989,-0.16408602893352509,-0.4599500894546509,0.4528416395187378,-0.3472750782966614
0.277696818113327,0.7061781287193298,-0.36909952759742737,-0.8094214200973511,2.4530656337738037
5.199337482452393,0.7061781287193298,-1.5675842761993408,0.9558548927307129,0.8216276168823242
0.025464938953518867,0.43006664514541626,-0.4599500894546509,0.6659902334213257,-1.1398866176605225
-0.515970766544342,-0.1442205309867859,-1.1379529237747192,0.4029054343700409,-0.6832239627838135
0.3734482526779175,-0.02077806368470192,0.12416825443506241,-1.4274042844772339,0.5029703378677368
0.23081271350383759,-1.097946047782898,-0.10279498249292374,-1.3756903409957886,0.5792388916015625
0.23081271350383759,1.1084930896759033,0.8775062561035156,1.6016877889633179,0.7432777285575867
0.08193147927522659,-0.5175380706787109,-0.9876754879951477,-0.6141474843025208,-0.12010519951581955
-0.7889270186424255,0.7619076371192932,0.38823872804641724,-0.0342019721865654,1.358472228050232
-0.4980670213699341,-0.02077806368470192,1.4946932792663574,0.7121559977531433,-1.1908072233200073
0.7228019833564758,0.7619076371192932,0.2682170569896698,0.7598919868469238,-1.002408504486084
0.7557697296142578,-1.2122665643692017,-0.36909952759742737,-0.11991401016712189,-1.4285131692886353
-0.2838982343673706,-0.06154396012425423,0.15195141732692719,-1.4274042844772339,0.7432777285575867
-0.7058919668197632,1.3258386850357056,0.9445326924324036,0.4029054343700409,-0.4904041290283203
1.4321503639221191,-0.678048849105835,0.7837569713592529,0.7893832921981812,1.0408495664596558
-0.0497283935546875,-1.67145836353302,0.10137683898210526,0.5562499165534973,-1.4285131692886353
