Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30
-1.1423068046569824,0.27523675560951233,-1.0717355012893677,-1.179573655128479,0.25398871302604675,0.5902121067047119,0.007169042713940144,-0.242754265666008,0.2585858106613159,0.03937225788831711,0.03404291346669197,1.2277287244796753,-0.24022141098976135,-0.4190199673175812,-0.033934157341718674,0.30124059319496155,0.4747101962566376,-0.02753136120736599,0.10190261900424957,0.058608278632164,-1.330595850944519,-0.43014654517173767,-1.2855380773544312,-1.3518908023834229,-0.050159893929958344,-0.11600840091705322,-0.5641751289367676,-0.7403073310852051,-0.9078022837638855,-0.019579129293560982
0.43778297305107117,-0.5230743288993835,0.3924036920070648,0.4174681007862091,0.0713149905204773,-0.2888338267803192,-0.7297911643981934,-0.07528222352266312,-0.10040989518165588,-0.08604680746793747,-0.3024432361125946,0.1614445000886917,-0.3774583339691162,-0.045753829181194305,-0.04987087845802307,-0.13027556240558624,-0.5631698369979858,-0.07413128018379211,0.012661061249673367,0.04700600728392601,0.273332804441452,-0.38144922256469727,0.19547435641288757,0.2639739215373993,-0.2246682345867157,-0.525746762752533,-1.0756680965423584,-0.24983994662761688,-0.8532029986381531,-0.4097740054130554
0.19103828072547913,-1.460005760192871,0.19638574123382568,0.1723029613494873,0.40980106592178345,0.08225063979625702,0.402659147977829,0.5278043150901794,0.3914555311203003,-0.03852089121937752,0.7867311239242554,1.4835189580917358,0.893479585647583,0.6215196251869202,-0.03824540600180626,0.21565289795398712,0.5209025740623474,0.06819796562194824,0.0473732091486454,0.05572405457496643,-0.0630061998963356,-1.65511155128479,-0.1003471314907074,-0.06515331566333771,0.14204081892967224,-0.7862424254417419,-0.3574816584587097,0.028788967058062553,-1.3707948923110962,-0.30462172627449036
0.17558206617832184,-0.7551225423812866,0.130681574344635,0.17897845804691315,-0.359622597694397,-1.0892530679702759,-0.8829017281532288,-0.8272832036018372,-0.4814026355743408,-0.09643394500017166,-0.4319349229335785,-1.3591188192367554,-0.5698714852333069,-0.10873927175998688,-0.05304085090756416,-0.12288563698530197,-0.24216988682746887,-0.08921599388122559,0.04090311750769615,0.047608040273189545,0.14730150997638702,-0.9500685334205627,0.07238541543483734,0.15663833916187286,-1.0171619653701782,-0.907468318939209,-0.7211534976959229,-1.024695873260498,-0.5501261949539185,-0.3880591094493866
-0.06120514124631882,0.7919157147407532,0.06267737597227097,-0.06028623878955841,0.09823083877563477,0.8739641308784485,0.2535381615161896,0.2196386754512787,0.0719635859131813,0.011621711775660515,-1.1468229293823242,-0.49480971693992615,-0.8755697011947632,-1.0211375951766968,-0.049469973891973495,0.18088030815124512,-0.11332984268665314,-0.07976847887039185,0.11933526396751404,0.05268992856144905,-0.08001076430082321,0.5535843968391418,0.06632989645004272,-0.09979920834302902,0.04851733520627022,1.154726266860962,0.3206060826778412,0.16560621559619904,1.4075158834457397,0.27518680691719055
-1.2756153345108032,-0.34622830152511597,-1.2960777282714844,-1.3184380531311035,0.176192045211792,-0.1520260125398636,-0.990566611289978,-0.5210034847259521,0.22666889429092407,-0.012005340307950974,-0.5019832849502563,0.1614445000886917,-0.6539043188095093,-1.026167631149292,-0.043262843042612076,-0.12534815073013306,-0.5290935635566711,-0.08475533872842789,0.12576845288276672,0.05169307440519333,-1.3260453939437866,-0.41250377893447876,-1.3259639739990234,-1.3484020233154297,0.16890355944633484,-0.7209761142730713,-1.0825239419937134,-0.8558863401412964,0.43201473355293274,-0.058235470205545425
1.14413583278656,0.6754549145698547,1.128251552581787,1.144349217414856,0.1220133826136589,0.7199342250823975,0.9334561228752136,0.878156840801239,0.3151022791862488,-0.057644322514534,1.3387750387191772,1.3373816013336182,1.0075125694274902,1.3475162982940674,-0.04285271465778351,0.3568000793457031,0.6668321490287781,-0.00633219676092267,0.11107970029115677,0.053413026034832,1.1148966550827026,0.8010590076446533,1.0134979486465454,1.1928210258483887,0.13311000168323517,0.7066898941993713,0.6558626890182495,0.7204921245574951,0.368309885263443,-0.13775888085365295
1.484564185142517,0.7602785229682922,1.4629780054092407,1.464133858680725,0.23857752978801727,0.35733863711357117,1.41774320602417,1.4403754472732544,-0.23026719689369202,-0.08763965219259262,1.4632307291030884,0.24623507261276245,1.4351050853729248,1.4200875759124756,-0.03763613477349281,0.1556997448205948,0.6367320418357849,0.03899262472987175,-0.00977232400327921,0.05278343707323074,1.4012881517410278,0.16966333985328674,1.3721078634262085,1.408105492591858,0.17788425087928772,-0.05606568232178688,0.7211664915084839,1.3830833435058594,-1.4346106052398682,-0.3268587589263916
2.8266587257385254,0.6559773683547974,2.4243052005767822,2.106522560119629,0.21811635792255402,1.3203113079071045,1.5683009624481201,1.9573917388916016,-0.051079846918582916,-0.07897008210420609,1.3442422151565552,0.6341614723205566,1.3507074117660522,1.379460334777832,-0.05092358961701393,0.09361208975315094,0.05520032346248627,-0.049694210290908813,0.03405442461371422,0.04938014596700668,2.0100831985473633,1.1154093742370605,1.8753886222839355,1.7856494188308716,0.3194211423397064,0.9607255458831787,1.1417062282562256,1.731129765510559,0.06058559939265251,-0.1737603396177292
0.32468655705451965,0.28146976232528687,0.34130746126174927,0.3091445565223694,0.07408542931079865,0.430645227432251,0.5965595245361328,0.4159609079360962,0.33415794372558594,-0.03799160569906235,-0.9625383615493774,-1.26273512840271,-0.9453780055046082,-0.4769817590713501,-0.05229988694190979,-0.08903133869171143,-0.2392636239528656,-0.08711015433073044,0.029014067724347115,0.047621652483940125,0.5760468244552612,0.6857078075408936,0.46807587146759033,0.6128963232040405,0.49370092153549194,0.9712975025177002,1.0147349834442139,0.9174937009811401,1.5490275621414185,0.16702671349048615
