Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19
1.3288187980651855,0.7874300479888916,0.4471127986907959,1.576934576034546,-0.3665221333503723,0.2561829090118408,-0.23241308331489563,2.260082960128784,-0.26118236780166626,0.7528854012489319,-0.02167627587914467,2.188129425048828,1.0625022649765015,1.198552131652832,-1.3689156770706177,0.32753077149391174,-0.013702815398573875,-0.16317811608314514,2
-0.2926793098449707,-0.3425784111022949,-0.09669190645217896,0.13188326358795166,-0.44873884320259094,0.9208840131759644,-0.7981707453727722,-0.3313104212284088,1.7380590438842773,-0.46555769443511963,0.4092139005661011,-1.5238531827926636,-0.13442446291446686,-0.34336814284324646,-0.8389782309532166,-1.3539626598358154,-0.23240433633327484,-0.14117638766765594,1
0.34606632590293884,-0.41109779477119446,1.9547501802444458,-1.4042836427688599,0.8868602514266968,-1.616562843322754,0.23607632517814636,1.7851029634475708,-0.43043336272239685,-0.12177383154630661,0.2321803867816925,-0.8833988308906555,-0.6657450795173645,0.1596253365278244,-0.5993406176567078,-0.04728570953011513,-1.014163613319397,0.23729877173900604,1
-0.49782946705818176,-0.017983783036470413,-0.5959068536758423,0.07952506840229034,-0.31251469254493713,0.21643882989883423,0.5364242196083069,-0.3611856698989868,0.6955317854881287,-0.10686396062374115,0.040932875126600266,0.19266708195209503,2.431657552719116,-0.30009424686431885,-0.6075906753540039,2.9147210121154785,-2.1483514308929443,1.7130482196807861,1
-1.5647258758544922,-1.0648696422576904,-0.08809733390808105,0.10838992148637772,1.7777912616729736,0.5183548331260681,1.4233286380767822,0.6194983124732971,-0.639218270778656,-0.9300634264945984,-1.1393388509750366,-0.8208404779434204,1.3621069192886353,-0.5499363541603088,-0.2805536091327667,1.9016047716140747,-1.6474682092666626,0.28458529710769653,2
-1.9857699871063232,-0.5749301314353943,0.21495042741298676,-1.126840591430664,-1.0996054410934448,-0.5407147407531738,-0.899122953414917,-0.06815183907747269,1.1518526077270508,-1.3741899728775024,0.2679502069950104,2.038316011428833,-0.11436256766319275,0.5990715026855469,0.3690342903137207,-0.4466371536254883,0.7280530333518982,0.1729142665863037,1
0.46995946764945984,-0.11807069927453995,1.2952290773391724,-1.0554274320602417,1.1848362684249878,1.055181860923767,-1.0031794309616089,0.9097949266433716,-1.31659734249115,0.08505358546972275,-2.241116762161255,-0.22503891587257385,-0.8162733912467957,0.784574031829834,1.2419711351394653,-0.5354008078575134,0.070595882833004,0.7428701519966125,2
-0.15731067955493927,-0.6122747659683228,-0.27315065264701843,0.37757056951522827,-0.9394320845603943,-0.3716168701648712,0.792060911655426,0.8127538561820984,1.6373556852340698,-0.15927019715309143,1.017042875289917,-0.03991742432117462,0.3224676549434662,-0.9658075571060181,-1.5948823690414429,-0.8793914318084717,-1.2143135070800781,-0.2069278061389923,2
0.596018373966217,-0.16999809443950653,2.2673327922821045,0.934741199016571,0.21857722103595734,0.15562912821769714,-0.19021296501159668,-1.1513687372207642,-0.34861260652542114,1.1637506484985352,-0.3446246087551117,-1.1629213094711304,-0.2678491473197937,1.102858066558838,1.2536981105804443,-1.0770854949951172,-1.199775218963623,0.09392587840557098,0
-1.2040464878082275,-0.017755452543497086,-0.3720969259738922,1.5562959909439087,-0.9814438223838806,0.2651905417442322,-0.5064191818237305,1.273282527923584,0.7400272488594055,-1.9788684844970703,0.25387173891067505,0.9762357473373413,-0.31760525703430176,0.20087069272994995,1.636381983757019,2.131396532058716,-0.7983166575431824,0.4518398642539978,0
-1.8895094394683838,0.7925257086753845,-1.893886685371399,-1.322373390197754,0.06452494114637375,0.07425787299871445,-0.20908722281455994,-0.6693546772003174,-0.5123214721679688,-0.4205804467201233,-0.359524667263031,0.7624449729919434,0.008918502368032932,-0.3013122081756592,-1.2587132453918457,0.14256936311721802,-1.3228633403778076,-0.9665131568908691,2
-0.8761430382728577,-0.33152830600738525,-0.5956720113754272,-0.8001422882080078,1.4264028072357178,0.29296237230300903,0.35771626234054565,-1.0567134618759155,-0.12306778877973557,-0.8201939463615417,1.1151361465454102,-0.7131279706954956,-0.14779451489448547,0.6372693777084351,-1.6404725313186646,0.09642419219017029,-1.4605929851531982,0.6425251960754395,2
0.8806735873222351,-0.22441105544567108,2.0935542583465576,1.1355968713760376,1.3546080589294434,-0.4261320233345032,-0.3654172718524933,-0.40443336963653564,-1.6573145389556885,-0.3941513001918793,-0.6931818127632141,-0.9839968085289001,-0.634397566318512,1.1903034448623657,-0.5287852883338928,1.2925306558609009,1.057873010635376,0.21033944189548492,1
0.5615556836128235,1.6592237949371338,-0.8774500489234924,-0.24429906904697418,0.15532304346561432,0.4129587411880493,1.1560431718826294,1.0425617694854736,-0.11403089016675949,1.8007878065109253,-0.007685929071158171,-0.024887671694159508,0.7579296231269836,1.1536942720413208,-0.9285411834716797,0.7109776139259338,-0.09076450020074844,0.13297207653522491,0
0.12566152215003967,0.7483198642730713,1.8416459560394287,-1.728793740272522,-0.32005947828292847,-1.3971055746078491,1.4019312858581543,1.0940396785736084,-0.19244007766246796,0.17174586653709412,-0.5421245098114014,-0.05725238099694252,0.4292347729206085,-1.8124371767044067,0.5047757029533386,-0.16352909803390503,0.4875335991382599,-1.107577919960022,1
0.6312040090560913,2.3051278591156006,-0.7314549684524536,-0.6768813133239746,0.2483052760362625,0.35946616530418396,-0.4293309450149536,0.5388696789741516,1.091204047203064,0.5806107521057129,-1.2426087856292725,0.2997841238975525,-0.5600143074989319,-0.22372478246688843,-1.9072476625442505,1.2161829471588135,-1.5212163925170898,1.3099825382232666,2
-1.8895094394683838,0.43963342905044556,1.312288761138916,0.28584542870521545,0.18545277416706085,0.548543393611908,-1.2499887943267822,-0.5273876786231995,-1.1882647275924683,-1.5190622806549072,-1.1718755960464478,1.7729207277297974,-0.8239625096321106,-0.39897438883781433,-0.38020509481430054,-0.8301221132278442,0.5858572125434875,0.41295257210731506,1
0.8416212797164917,1.1480655670166016,0.5250288844108582,1.4190064668655396,-0.45565691590309143,1.8798269033432007,0.5275984406471252,-0.5545489192008972,-2.0126841068267822,-0.5001535415649414,-1.7097495794296265,-0.36000633239746094,-1.072054147720337,0.15161770582199097,0.03673690930008888,0.27773454785346985,-1.034888744354248,0.9367480874061584,2
