Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11
-0.28033527731895447,0.8826475143432617,0.7729405760765076,0.90845787525177,1.6271088123321533,1.660520076751709,0.046945132315158844,0.7980569005012512,1.3164796829223633,1,2
-1.549704909324646,0.5794255137443542,0.5588963627815247,0.2292962372303009,1.1562749147415161,0.63032066822052,-0.998760461807251,-0.6055399179458618,-0.11421804130077362,1,3
0.9084540009498596,-0.11464409530162811,-0.11417759209871292,-0.8241376876831055,-1.4191879034042358,-0.7096489667892456,0.046945132315158844,-0.11649636924266815,-0.35290437936782837,1,1
-0.825492262840271,-0.11464409530162811,-0.5738006830215454,1.2990130186080933,1.3442057371139526,-1.408136010169983,-1.0975492000579834,-0.9974653720855713,-0.7777083516120911,1,0
0.60457843542099,0.3487398028373718,1.525497555732727,0.47278913855552673,-0.7990828156471252,0.5316957831382751,-0.4248447120189667,-0.5159176588058472,-0.7777083516120911,1,1
0.9084540009498596,-1.0995010137557983,-0.5738006830215454,-0.7658599615097046,-0.11418525874614716,-0.565949022769928,0.35281285643577576,0.4714452922344208,0.2925129234790802,1,3
1.3351761102676392,0.9188118577003479,0.9199923872947693,-1.0260990858078003,-1.5146138668060303,-0.3874640166759491,0.6034355163574219,-1.0961310863494873,-1.687787652015686,0,0
-1.876357913017273,-0.5419260263442993,-1.6957204341888428,0.9982010722160339,-0.5157050490379333,0.49549153447151184,1.0566171407699585,0.6015697717666626,-0.11421804130077362,0,0
-0.03798270970582962,1.4204480648040771,1.5828076601028442,0.3475390672683716,1.2090635299682617,1.401442050933838,-0.998760461807251,-0.11649636924266815,0.91849285364151,1,4
-0.7478561401367188,-1.6902503967285156,-1.6957204341888428,0.2357669323682785,0.3198383152484894,-0.34514349699020386,0.9800447225570679,1.3801555633544922,1.348836064338684,1,0
1.6660983562469482,1.0577538013458252,1.110795497894287,1.1393781900405884,1.3469605445861816,0.9803568124771118,-0.3394569754600525,0.11355239152908325,0.2925129234790802,1,1
0.34874406456947327,0.037869151681661606,-0.11417759209871292,-0.6919681429862976,-0.9982011318206787,-1.2074143886566162,0.6034355163574219,1.4769924879074097,1.5002622604370117,1,2
0.1141975149512291,-0.5419260263442993,-0.5738006830215454,-1.3801177740097046,-0.43072742223739624,-0.6202934980392456,-0.5129243731498718,-0.6055399179458618,-0.7777083516120911,0,0
-0.11418082565069199,-1.0995010137557983,-0.5738006830215454,-0.7849887013435364,-0.9084578156471252,-1.6906226873397827,-0.7482747435569763,-0.74769526720047,-0.7777083516120911,0,0
0.1141975149512291,-0.5419260263442993,-0.5738006830215454,0.11418533325195312,-0.0760316252708435,-0.4748125374317169,-1.2084041833877563,-0.74769526720047,-0.11421804130077362,0,2
0.49842289090156555,-1.0995010137557983,-1.6957204341888428,-0.555558979511261,-0.9982011318206787,-0.26671579480171204,-1.408357858657837,-1.3874107599258423,-1.094514012336731,0,2
-0.7478561401367188,1.5308953523635864,2.3996458053588867,0.11418533325195312,0.1648133248090744,0.5316957831382751,-0.9088674187660217,-0.5159176588058472,-0.11421804130077362,1,1
-0.825492262840271,-0.5419260263442993,-0.5738006830215454,0.07127140462398529,-1.5146138668060303,-0.9982012510299683,1.0566171407699585,1.03074312210083,0.6133557558059692,0,4
-0.3487586975097656,-0.5419260263442993,-0.5738006830215454,-0.484404057264328,-0.5157050490379333,-0.9982012510299683,0.35281285643577576,-0.11649636924266815,-0.7777083516120911,0,2
0.5507245659828186,0.9886788129806519,1.056145429611206,0.90845787525177,0.7164368629455566,0.022293921560049057,0.35281285643577576,0.11355239152908325,-0.35290437936782837,0,2
-0.9523694515228271,0.11408202350139618,0.00021469741477631032,-1.0010122060775757,-0.9982011318206787,-0.90845787525177,-0.3394569754600525,-0.11649636924266815,-0.11421804130077362,1,1
-1.1503477096557617,-1.0995010137557983,-1.6957204341888428,-1.3940298557281494,-0.0760316252708435,-0.6202934980392456,1.0566171407699585,1.3801555633544922,1.3164796829223633,0,3
1.6660983562469482,-0.11464409530162811,-0.5738006830215454,0.5455966591835022,-0.5157050490379333,-0.8050702810287476,-1.5191251039505005,-1.0961310863494873,0.2925129234790802,1,2
-0.28033527731895447,0.7847595810890198,0.7308638095855713,0.6422111392021179,0.7291513085365295,1.1948468685150146,0.6034355163574219,0.34887251257896423,-0.11421804130077362,1,4
0.60457843542099,-0.11464409530162811,-0.5738006830215454,-0.3708573579788208,-0.5157050490379333,-0.4748125374317169,-0.6050155162811279,-0.5159176588058472,-0.35290437936782837,1,2
0.5507245659828186,0.4610099196434021,0.5588963627815247,-0.26191312074661255,0.5400722622871399,0.6716316938400269,-0.5129243731498718,0.6969617605209351,1.4547982215881348,1,0
0.34874406456947327,-0.11464409530162811,-0.11417759209871292,1.5279395580291748,-0.6985259056091309,-1.408136010169983,-0.3394569754600525,0.4714452922344208,0.91849285364151,1,0
-0.21320228278636932,-0.5419260263442993,-0.5738006830215454,-1.6064939498901367,-0.9084578156471252,-0.8050702810287476,0.35281285643577576,-0.11649636924266815,-0.7777083516120911,1,0
-0.9084558486938477,-1.0995010137557983,-0.5738006830215454,0.40240752696990967,-1.5146138668060303,-1.335178017616272,5.199337482452393,1.5900810956954956,0.91849285364151,1,3
-1.8073534965515137,-1.0995010137557983,-1.6957204341888428,1.3639661073684692,-0.43072742223739624,-0.43072736263275146,0.6034355163574219,1.3362447023391724,1.371938943862915,1,1
1.0299540758132935,1.0942590236663818,1.1841601133346558,1.2206404209136963,0.6304365396499634,0.43363022804260254,0.35281285643577576,0.22961820662021637,-0.1375623494386673,1,3
-1.5089428424835205,-0.11464409530162811,-0.5738006830215454,0.523466944694519,0.19027845561504364,0.1256612241268158,0.7993071675300598,1.03074312210083,0.91849285364151,1,4
0.9084540009498596,0.4610099196434021,0.4513340890407562,0.4656505286693573,0.3198383152484894,0.23490077257156372,-0.4248447120189667,-0.34715184569358826,-0.11421804130077362,1,0
-1.69062077999115,0.22984999418258667,0.11446745693683624,1.3559603691101074,-0.22988411784172058,-0.7096489667892456,1.335430383682251,0.9080567955970764,-0.11421804130077362,1,3
-0.3487586975097656,-0.5419260263442993,-0.5738006830215454,-1.3597373962402344,-1.0968034267425537,-0.8050702810287476,-0.4248447120189667,-0.0008995778043754399,0.42261794209480286,0,1
0.34874406456947327,0.30864372849464417,0.34876567125320435,0.8046214580535889,0.07603169977664948,0.2533470094203949,0.7993071675300598,0.34887251257896423,-0.11421804130077362,1,4
0.9084540009498596,1.4481967687606812,1.7628583908081055,1.5656241178512573,0.4956307113170624,-0.004953898023813963,0.2316453605890274,0.22961820662021637,-0.11421804130077362,1,0
1.4627314805984497,0.15246017277240753,-0.11417759209871292,1.4119211435317993,0.9622165560722351,-0.03220539540052414,-1.8240615129470825,-0.5159176588058472,-0.7777083516120911,1,3
-0.9981999397277832,-0.11464409530162811,-0.5738006830215454,0.07127140462398529,0.43072736263275146,-0.4748125374317169,1.3710205554962158,1.03074312210083,0.2925129234790802,1,1
1.4627314805984497,0.6083882451057434,0.5588963627815247,0.9375321865081787,0.6545087099075317,0.29050660133361816,-0.5129243731498718,-0.9068847894668579,-1.094514012336731,1,0
1.3351761102676392,-0.038123998790979385,-0.11417759209871292,-0.3708573579788208,-0.17174707353115082,0.2718798816204071,-1.0975492000579834,-1.2068132162094116,-1.094514012336731,1,2
1.6660983562469482,1.3283973932266235,1.335192084312439,1.3498965501785278,0.11418533325195312,-0.43072736263275146,-1.3353993892669678,-1.4439481496810913,-1.342118740081787,1,4
1.2477518320083618,-1.0995010137557983,-0.5738006830215454,1.0213878154754639,-0.604585587978363,0.10421828925609589,0.6984206438064575,0.4714452922344208,-0.11421804130077362,0,0
-0.825492262840271,-0.5419260263442993,-0.5738006830215454,-0.19808930158615112,0.26749134063720703,-0.34514349699020386,0.7993071675300598,1.03074312210083,0.91849285364151,1,0
