Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6
0.42883262038230896,-0.28344765305519104,-0.7660327553749084,-1.2198728322982788,-0.14087292551994324,0.06343997269868851
0.14373451471328735,-0.44325363636016846,0.14455275237560272,0.35570481419563293,5.199337482452393,-0.766409158706665
0.9686594009399414,-0.13237866759300232,-0.2841293215751648,-0.8955680727958679,0.1394721418619156,1.2208691835403442
1.2829842567443848,1.3997933864593506,0.7528175711631775,-0.027973923832178116,0.5874234437942505,0.3303432762622833
0.14373451471328735,-1.4474109411239624,-0.9679309129714966,-0.5567821264266968,-0.9668596386909485,0.7630661129951477
-1.1996933221817017,-1.4474109411239624,-0.9679309129714966,-0.8955680727958679,-0.8610185384750366,0.5877529978752136
-0.1388797163963318,0.14033831655979156,0.9649153351783752,0.3930618166923523,1.3591996431350708,-0.9681674242019653
-1.1996933221817017,0.4371764659881592,0.14455275237560272,0.8975530862808228,0.9704492092132568,-0.614326536655426
-0.757807195186615,-0.7605520486831665,0.7528175711631775,0.7647691369056702,0.5874234437942505,-0.766409158706665
0.14373451471328735,0.14033831655979156,0.7528175711631775,-0.7646732926368713,0.760365903377533,-0.475503146648407
0.9686594009399414,1.2379287481307983,1.6690387725830078,0.5896740555763245,0.760365903377533,-0.037992727011442184
-0.4288090169429779,0.4371764659881592,0.7528175711631775,0.8074386715888977,0.5874234437942505,-1.2199819087982178
-0.1388797163963318,-1.223514437675476,0.14455275237560272,0.5896740555763245,1.049420952796936,-1.2199819087982178
-1.3067526817321777,-0.7605520486831665,-1.5910588502883911,-0.08387887477874756,-1.3137929439544678,2.0836241245269775
0.42883262038230896,-1.223514437675476,-0.44079893827438354,0.5896740555763245,-5.199337482452393,1.2208691835403442
0.7597841024398804,-1.223514437675476,-1.3819622993469238,-0.46172061562538147,-0.9668596386909485,0.8950788378715515
0.42883262038230896,-1.223514437675476,0.7528175711631775,-0.20059117674827576,-0.8610185384750366,0.3303432762622833
-0.1388797163963318,0.9837737083435059,0.9649153351783752,0.48254263401031494,1.7123618125915527,-1.2635442018508911
0.14373451471328735,0.7684412002563477,-0.44079893827438354,-0.027973923832178116,-1.0848207473754883,0.11433647572994232
0.14373451471328735,-1.4474109411239624,-0.44079893827438354,-0.5567821264266968,0.4306003153324127,1.325061559677124
0.9686594009399414,-1.223514437675476,-0.7660327553749084,-1.7004321813583374,0.9704492092132568,0.7630661129951477
0.42883262038230896,-1.223514437675476,-1.2199050188064575,-0.14007005095481873,-1.4593693017959595,0.23430182039737701
0.14373451471328735,-0.28344765305519104,0.9649153351783752,0.48254263401031494,0.8971090316772461,-0.475503146648407
-0.757807195186615,-0.44325363636016846,0.4339851140975952,-0.5567821264266968,-1.0848207473754883,1.0441797971725464
-0.1388797163963318,0.4371764659881592,1.221579670906067,0.43105819821357727,1.7123618125915527,-0.475503146648407
0.42883262038230896,0.7684412002563477,1.4101825952529907,0.35570481419563293,0.33073553442955017,-0.037992727011442184
0.7597841024398804,-0.28344765305519104,0.14455275237560272,-1.7004321813583374,-0.14087292551994324,1.2208691835403442
0.7597841024398804,0.4371764659881592,1.4101825952529907,0.5353400707244873,1.5123034715652466,-0.3559960126876831
0.42883262038230896,0.7684412002563477,0.9649153351783752,0.027843739837408066,-0.5900149941444397,0.23430182039737701
-0.757807195186615,-0.9694685935974121,-1.3819622993469238,0.5896740555763245,0.4306003153324127,-0.9681674242019653
-0.1388797163963318,-0.9694685935974121,-1.3819622993469238,-0.46172061562538147,-1.4593693017959595,1.4460605382919312
0.42883262038230896,-0.28344765305519104,-0.2841293215751648,-0.2618561387062073,-0.0006930976524017751,0.7630661129951477
