Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18
1.301558256149292,-0.2590402066707611,0.48443472385406494,0.18946413695812225,1.6392515897750854,1.585687279701233,-0.549287736415863,-0.953990638256073,-0.9978110790252686,-0.3700513243675232,-1.146031379699707,-0.21394583582878113,0.2522459328174591,-0.49602174758911133,0,0,0,0
-0.5206631422042847,-1.605419397354126,-0.6181203722953796,-0.169308140873909,0.957377016544342,-1.6001893281936646,0.572719931602478,-0.46862539649009705,0.6458091735839844,-0.03589055687189102,-0.3108657896518707,0.30181270837783813,-0.1087954044342041,-0.15296746790409088,1,1,0,0
0.4984362721443176,-0.03419031202793121,-0.7910894155502319,0.2073611617088318,1.1640573740005493,-1.6590492725372314,0.4890998601913452,-0.8418082594871521,-0.5161561965942383,0.9962552785873413,0.12635698914527893,0.13948120176792145,-0.5503491163253784,-0.0026527936570346355,1,1,0,1
0.2874377965927124,-0.2040661871433258,-1.362775206565857,-1.7546359300613403,-0.176814004778862,-0.010540761984884739,0.6342816352844238,-0.17505840957164764,0.8590770363807678,1.435718297958374,0.1380726844072342,-0.815381646156311,1.3033161163330078,0.49881118535995483,0,0,0,1
1.1523408889770508,0.28205567598342896,0.3912050426006317,-0.03693418204784393,0.8378677368164062,-0.4534454345703125,-1.3531615734100342,1.448182225227356,-0.6108657121658325,0.1559063196182251,-1.0749108791351318,1.8012324571609497,-0.6669335961341858,0.5276487469673157,1,1,1,1
-1.8608134984970093,0.8380711078643799,0.436424195766449,-0.9771918654441833,-0.03716113790869713,-1.0676624774932861,-0.6631188988685608,0.8092355728149414,0.8677992224693298,-0.5330254435539246,0.4214331805706024,-0.538719892501831,-0.3716069459915161,-0.6601316928863525,1,3,0,0
0.8558700084686279,0.70619136095047,1.7709245681762695,-0.5477710962295532,1.02039635181427,-1.4307612180709839,-0.15167173743247986,0.7880943417549133,0.12811066210269928,0.7515249252319336,-0.6296530365943909,0.8124379515647888,-0.14583216607570648,1.278136134147644,1,2,0,1
2.307069778442383,0.9937880039215088,0.9414169788360596,-0.3409916162490845,-1.4472534656524658,0.32405632734298706,0.09022030234336853,1.3227828741073608,-0.70085209608078,0.08912764489650726,1.5716941356658936,0.18478508293628693,-1.3961007595062256,-0.2986237406730652,1,3,0,0
-0.12460888922214508,0.5402862429618835,-0.6544879674911499,0.31356990337371826,0.8285501599311829,1.3529969453811646,-0.3726155757904053,1.608015775680542,-0.3208737075328827,0.18412096798419952,-0.6641857624053955,0.2589189112186432,0.6114216446876526,-1.3867930173873901,0,2,0,1
0.6636613011360168,-2.195042848587036,0.3163592517375946,-0.48782673478126526,0.15130940079689026,-0.8617008328437805,-0.3740251660346985,-1.8036880493164062,-0.2309383898973465,0.2785058915615082,-1.6656533479690552,-0.14542272686958313,-0.1823159009218216,0.3178563416004181,1,0,0,0
1.2740628719329834,0.8814138770103455,0.6504457592964172,1.8023966550827026,0.13295187056064606,-1.0800434350967407,0.5998008847236633,-0.9403271675109863,-0.1211613193154335,-1.9873576164245605,-0.24300985038280487,0.28885331749916077,-1.0156177282333374,-0.872727632522583,1,2,0,0
-0.9499094486236572,0.33106836676597595,0.5346461534500122,0.136631578207016,0.5675056576728821,0.5641677975654602,-0.776496410369873,-0.6741706132888794,-2.061176061630249,-0.6741631627082825,0.46679845452308655,-1.9460110664367676,-0.8410100936889648,0.5148139595985413,1,2,0,1
0.22526110708713531,0.7684869766235352,0.9681681990623474,0.25677475333213806,-1.7450827360153198,-0.7379459738731384,-0.6529562473297119,0.6296231746673584,-0.2824675440788269,-0.5027714967727661,0.6421560645103455,-0.3234965205192566,-0.5275171995162964,1.0197216272354126,1,3,0,0
-0.15160749852657318,-0.2075459510087967,-0.4908908009529114,0.94114750623703,-1.6975125074386597,-1.798363208770752,-1.8006136417388916,0.9666032791137695,1.3436177968978882,0.36519917845726013,0.9409560561180115,0.7680402398109436,0.8700600862503052,-0.5969298481941223,1,1,0,0
-0.24454829096794128,-0.3594713509082794,-0.6522320508956909,-1.190866231918335,0.5844449400901794,-2.137134075164795,0.5094740390777588,-1.0421408414840698,1.4099851846694946,1.6658978462219238,-0.2542566657066345,-0.3812268376350403,-0.27366355061531067,0.43157878518104553,1,1,0,1
1.0823955535888672,0.6023837327957153,1.6989599466323853,0.6983445286750793,-1.174057960510254,1.837052345275879,-1.3281625509262085,0.13089871406555176,-0.06815686076879501,0.07867678254842758,-0.24265848100185394,1.1555087566375732,-0.04018784314393997,-0.8946443796157837,0,2,0,1
0.49933457374572754,1.6361483335494995,1.1891127824783325,0.3704511821269989,-0.5117702484130859,0.06182066351175308,1.4518767595291138,0.22785663604736328,-1.229928731918335,-0.009385043755173683,-0.8153956532478333,-0.18858781456947327,-0.9280318021774292,-0.7864053845405579,1,3,0,1
-0.8555577397346497,-1.2849669456481934,-0.0006220547948032618,1.0488357543945312,0.04269621893763542,0.3802802860736847,0.4962431788444519,0.5345544815063477,-0.6128754019737244,1.587862491607666,-0.4196344316005707,-1.132434606552124,-0.26722076535224915,1.782380223274231,0,1,1,1
-0.8876716494560242,1.0106781721115112,-0.10292640328407288,1.2236207723617554,-1.6949750185012817,-1.5570181608200073,-0.6683565974235535,-0.0006251923041418195,-0.09274274110794067,-0.5059834122657776,0.17175647616386414,1.8890324831008911,-1.5425050258636475,-1.8228850364685059,1,3,0,1
-1.9621816873550415,-1.4936679601669312,-0.890901505947113,-1.1245330572128296,0.4037860929965973,2.0637829303741455,-1.7993947267532349,1.0351650714874268,0.4160808026790619,-0.8521996140480042,-0.0407416969537735,0.16139984130859375,0.48035815358161926,-1.4094574451446533,0,1,0,0
0.02021535485982895,-0.8609689474105835,-1.4751348495483398,-1.7347755432128906,-0.2013516128063202,-0.4893466532230377,0.5943508744239807,-0.31791582703590393,-1.4580086469650269,0.14484670758247375,0.2743443250656128,1.0487902164459229,0.4312964081764221,1.0435465574264526,1,1,0,1
1.0035808086395264,0.07300394773483276,-0.05291786789894104,1.7722032070159912,0.48141613602638245,-0.6457322835922241,0.26228585839271545,-1.6960598230361938,1.2514349222183228,-0.021807409822940826,-1.9627529382705688,-2.0184834003448486,-1.7481249570846558,0.02123781479895115,1,2,0,0
1.9505478143692017,0.6279667615890503,0.1305718719959259,-0.9952723979949951,-1.7638343572616577,0.746666669845581,0.7902221083641052,0.39907824993133545,-0.7021664381027222,-1.8937714099884033,0.42081165313720703,0.1938200145959854,0.37844306230545044,-1.6402870416641235,0,1,0,1
