Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10
0.7732177376747131,1.4051891565322876,0.8844001889228821,0.6029939651489258,1.423714280128479,1.5964717864990234,1.5341196060180664,0.4482320547103882,0.8887450098991394,0
-1.045846829583752e-06,1.0641059875488281,0.15687021613121033,-1.7928801980815479e-06,-0.3476870059967041,-1.3180102109909058,-1.568770244375628e-06,0.6651506423950195,0.6667336225509644,1
-0.3186396658420563,0.7764217853546143,-0.48930010199546814,-1.534117579460144,-0.3476870059967041,-0.1573113650083542,-0.8871468305587769,-1.0431585311889648,-1.886620283126831,0
-1.045846829583752e-06,-0.31863951683044434,-1.1492063999176025,-0.48877665400505066,-0.3476870059967041,0.30715999007225037,-0.15731143951416016,1.246719241142273,-1.0466766357421875,4
0.6744903326034546,1.479577660560608,1.2296538352966309,0.6744856238365173,1.423714280128479,1.3959577083587646,1.5566010475158691,0.48877623677253723,0.9883430004119873,0
1.0867457389831543,2.3905070065666223e-06,0.001038077869452536,0.03133660554885864,-0.3476870059967041,-1.0394794940948486,-0.6744874715805054,0.11213794350624084,0.18934381008148193,4
0.14455999433994293,-0.6744897365570068,-0.15830618143081665,0.15731067955493927,1.0273078680038452,-1.3180102109909058,-1.534118413925171,-1.0431585311889648,-0.25206422805786133,0
0.8434276580810547,0.6744890213012695,1.053896188735962,0.9519907832145691,-0.3476870059967041,1.4724146127700806,0.7264033555984497,1.036431908607483,1.2856148481369019,4
1.4373400211334229,0.6744890213012695,-0.48930010199546814,1.236886978149414,0.6744899153709412,0.346593976020813,0.385320246219635,1.6805145740509033,-0.9094317555427551,4
1.0466766357421875,1.0641059875488281,0.4888533651828766,-0.26083463430404663,1.423714280128479,2.988133758208278e-07,0.15730993449687958,0.48877623677253723,0.2712235152721405,0
-0.18911908566951752,0.4887765645980835,0.001038077869452536,-0.48877665400505066,-0.3476870059967041,-1.4395315647125244,-1.534118413925171,-1.345168113708496,0.9847464561462402,5
1.0466766357421875,0.31863999366760254,1.3178741931915283,0.7764213681221008,-0.3476870059967041,1.0099904537200928,0.4887760877609253,-0.488772451877594,0.8334559798240662,4
-0.6420614719390869,0.25739383697509766,0.001038077869452536,0.7764213681221008,-0.3476870059967041,-0.48877692222595215,0.385320246219635,0.4482320547103882,0.306316077709198,5
-0.8871473073959351,-0.15731000900268555,0.6755799055099487,-0.48877665400505066,1.0273078680038452,2.1020686626434326,1.2581608295440674,1.9302855730056763,0.3822246789932251,0
-0.3186396658420563,-0.1891179382801056,-0.48930010199546814,-0.6745215654373169,1.423714280128479,-0.7143691778182983,-0.7554145455360413,-0.6744905710220337,-0.6728647947311401,1
1.5428507328033447,0.7764217853546143,1.6999337673187256,1.6027101278305054,0.6744899153709412,1.5637890100479126,1.0364327430725098,1.091618299484253,1.4671634435653687,5
-0.8871473073959351,0.8871472477912903,0.31889134645462036,-0.26083463430404663,-0.3476870059967041,0.7647097110748291,0.15730993449687958,0.022382991388440132,-0.011124154552817345,2
0.31863856315612793,-0.31863951683044434,-0.07839667797088623,-0.26083463430404663,1.423714280128479,0.4887772500514984,-0.15731143951416016,-0.2538820207118988,-0.25206422805786133,2
1.8232899904251099,1.1828006505966187,1.7393555641174316,1.0575635433197021,-0.3476870059967041,0.15731053054332733,1.6040836572647095,0.5226886868476868,1.546395182609558,0
