Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57
-0.06968510150909424,0.9361264109611511,0.4307488203048706,0.767189085483551,-0.43072670698165894,0.7381707429885864,-1.3744168281555176,-1.4427775144577026,0.24320952594280243,0.685935378074646,-0.5024043321609497,1.045846829583752e-06,-0.3029829263687134,1.0132715702056885,0.43168917298316956,1.335197925567627,-0.6456307768821716,-0.04643801599740982,-0.4307246506214142,1.2346452474594116,0,1,1,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
-0.9674230813980103,1.5194274187088013,-1.0443973541259766,4.585456848144531,-0.43072670698165894,0.2822147309780121,1.3145679235458374,-1.201358437538147,-0.1940281242132187,-1.4387028217315674,-1.2206494808197021,-1.3476288318634033,1.0051689147949219,-0.13956530392169952,1.2537121772766113,-0.28670355677604675,0.7647097110748291,0.046435847878456116,-0.13965220749378204,0.10852352529764175,1,0,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,1
-1.6230647563934326,0.13970960676670074,0.33087852597236633,-0.11184296756982803,0.10505114495754242,0.7381707429885864,-0.055732060223817825,-0.1370084583759308,0.8974220752716064,-0.6281365156173706,-1.0740002393722534,1.2636688947677612,-1.4461040496826172,0.31136447191238403,0.14411991834640503,1.275835633277893,-0.5350828170776367,0.5084826946258545,-0.35548463463783264,0.2983553111553192,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
1.0444045066833496,-0.5350877046585083,-0.13971617817878723,-0.7021124362945557,0.10505114495754242,0.3113221228122711,-1.72428560256958,1.322169542312622,0.17288075387477875,0.5966742634773254,0.9674245715141296,1.4367328882217407,-0.08873937278985977,-0.13956530392169952,0.43168917298316956,-1.3091727495193481,-0.7647096514701843,0.5894516706466675,-1.220643162727356,-0.6591425538063049,0,1,0,0,0,0,1,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1
-0.06968510150909424,-0.967415988445282,-0.8957712054252625,-0.27065563201904297,0.10505114495754242,0.2822147309780121,-0.7124418020248413,1.2030916213989258,-0.36120152473449707,1.6858935356140137,1.349973440170288,0.4306962192058563,0.13970960676670074,0.06968315690755844,-0.41918089985847473,-0.28670355677604675,-1.3476288318634033,0.7647081017494202,-0.8957719802856445,0.13971006870269775,0,1,0,0,1,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1
-0.06968510150909424,0.5350776314735413,1.3691879510879517,-0.4731498658657074,0.10505114495754242,0.7381707429885864,-0.43072906136512756,0.7579453587532043,0.9048422574996948,1.5072892904281616,0.7647133469581604,-0.13972371816635132,-1.4461040496826172,1.323686122894287,0.43168917298316956,5.199337482452393,-0.4307272732257843,0.43071457743644714,-0.2104167342185974,-0.5992292761802673,0,0,1,0,1,0,1,1,0,0,0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
0.535089373588562,-0.6456280946731567,-0.046441007405519485,-0.8862691521644592,0.10505114495754242,0.7381707429885864,-0.7124418020248413,-0.1370084583759308,-1.3067303895950317,-1.317134976387024,-0.7363138794898987,-0.5894826054573059,-0.3029829263687134,-1.0992904901504517,0.14411991834640503,-9.860841601039283e-06,0.6045854091644287,-1.7861741781234741,1.5404248237609863,-0.7537811398506165,0,0,1,0,0,0,1,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.43074193596839905,-0.15731485188007355,-0.046441007405519485,-0.05948876962065697,0.7647095322608948,0.7381707429885864,-0.999689519405365,0.7579453587532043,-0.3957251012325287,-0.374094158411026,-4.631607225746848e-06,1.045846829583752e-06,0.9674202799797058,-0.5896912217140198,-0.13396510481834412,-0.28670355677604675,-0.8284646272659302,0.6744867563247681,-0.8957719802856445,-0.8616337776184082,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
0.6456282734870911,-0.6456280946731567,-0.4307335913181305,-0.4307701289653778,-0.43072670698165894,-0.3182854652404785,1.5241563320159912,0.7579453587532043,0.46807554364204407,-1.2373360395431519,0.7647133469581604,1.2636688947677612,0.8957786560058594,-1.6173733472824097,0.750144898891449,-1.4652316570281982,1.6642132997512817,0.7647081017494202,-1.220643162727356,1.3066797256469727,1,0,0,0,0,0,1,1,0,0,0,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0
0.535089373588562,-1.271069884300232,-0.4307335913181305,-1.1305915117263794,0.10505114495754242,-0.3182854652404785,0.17610009014606476,0.7579453587532043,-1.1251245737075806,-0.7363163828849792,-4.631607225746848e-06,0.13972802460193634,-0.5084879994392395,0.19619794189929962,-0.766939103603363,-0.9674078822135925,-0.09297186881303787,1.2559019327163696,-0.7646943926811218,-0.10852375626564026,0,1,1,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
1.1281400918960571,0.3554897904396057,-0.13971617817878723,0.624184787273407,0.10505114495754242,-0.3182854652404785,-1.1034271717071533,1.7844079732894897,-0.07180023938417435,0.3637433350086212,0.5894646644592285,1.357560396194458,-1.0853283405303955,1.4947946071624756,0.8916882872581482,-9.860841601039283e-06,-1.8862649202346802,-0.04643801599740982,0.2533479332923889,-1.1673835515975952,0,1,0,0,0,0,1,1,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1
1.220637559890747,-0.8616269826889038,-0.8957712054252625,-0.12222231179475784,-0.9747523665428162,-0.3182854652404785,-0.5659492015838623,-0.1370084583759308,-0.6281363368034363,0.3637433350086212,0.7647133469581604,1.045846829583752e-06,0.2822164297103882,-0.7646263837814331,-0.13396510481834412,-0.28670355677604675,-0.6456307768821716,0.1397142857313156,0.13967883586883545,1.2254276275634766,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
-1.220607876777649,0.8761382699012756,0.4307488203048706,0.6465339660644531,0.10505114495754242,-0.3182854652404785,0.20354388654232025,-0.1370084583759308,-0.1613791137933731,0.9600358009338379,0.2822187840938568,-1.3476288318634033,-0.4307244122028351,1.323686122894287,0.14411991834640503,0.353200227022171,-0.35549044609069824,0.7647081017494202,0.13967883586883545,-0.72152179479599,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
0.8284585475921631,-0.8616269826889038,-1.0443973541259766,-0.02647414803504944,1.2206394672393799,0.25334468483924866,1.1855676174163818,0.2719164490699768,1.3066099882125854,0.5538078546524048,-0.6544516682624817,0.6456301212310791,0.13970960676670074,0.7650498151779175,0.750144898891449,-0.6744365096092224,0.4869938790798187,-0.13972455263137817,0.4307583272457123,0.6640371680259705,1,1,0,0,0,0,0,1,0,0,0,1,3,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,3,1,0,1
-0.4307272732257843,0.2104278802871704,-0.6744881272315979,0.9883690476417542,0.10505114495754242,0.7381707429885864,-0.5659492015838623,-0.5381049513816833,-0.25998958945274353,0.05284597724676132,1.2510322332382202,0.4306962192058563,0.35549139976501465,-0.645767331123352,0.43168917298316956,1.2206580638885498,-0.6456307768821716,-0.430707186460495,0.13967883586883545,-0.33087220788002014,1,1,0,0,0,0,1,1,0,0,1,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
1.2636665105819702,0.3554897904396057,-0.21043430268764496,0.7509726285934448,0.7647095322608948,0.7381707429885864,-1.2206392288208008,1.322169542312622,-0.09721091389656067,-0.03362029790878296,1.2206406593322754,1.044416904449463,-1.4461040496826172,0.8823526501655579,0.750144898891449,1.2206580638885498,-1.1281436681747437,0.5894516706466675,-1.220643162727356,-1.2206404209136963,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0
0.43074193596839905,0.3554897904396057,0.33087852597236633,0.17427493631839752,0.10505114495754242,-1.2815464735031128,0.43072637915611267,-0.1370084583759308,-0.551637589931488,-0.764710545539856,-1.0740002393722534,1.2206416130065918,-4.749871730804443,1.9551177024841309,-0.5871883034706116,-1.3829936981201172,0.04643569886684418,-0.6744918823242188,-0.13965220749378204,-0.10852375626564026,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0,0,1
-1.4618161916732788,5.199337482452393,1.7197962999343872,1.526416540145874,0.10505114495754242,-0.3182854652404785,0.5675058364868164,-0.5381049513816833,0.7647095322608948,1.1548585891723633,0.5894646644592285,-0.7648627161979675,-1.7861496210098267,1.274497628211975,1.2884160280227661,-9.860841601039283e-06,-0.09297186881303787,0.8957728743553162,-1.0444103479385376,0.6365095973014832,1,1,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
-1.3724106550216675,0.7646936774253845,0.33087852597236633,0.5281444191932678,-0.9747523665428162,-0.3182854652404785,0.7647095322608948,1.322169542312622,0.9504565596580505,1.3418619632720947,0.7647133469581604,0.8957862854003906,-0.5894574522972107,-0.13956530392169952,-1.5275334119796753,-0.28670355677604675,0.4869938790798187,0.1397142857313156,0.2533479332923889,-0.07744243741035461,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0
1.0444045066833496,-0.4307388961315155,0.04643285647034645,-0.776220977306366,1.382994294166565,-0.3182854652404785,0.17610009014606476,-0.1370084583759308,-0.6812289953231812,0.05284597724676132,0.13971233367919922,0.13972802460193634,-0.18001987040042877,0.5087087154388428,0.43168917298316956,-0.28670355677604675,-0.5350828170776367,-0.430707186460495,0.13967883586883545,0.17103326320648193,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,1,0,0
-0.6744979023933411,-1.0853211879730225,-0.5894569754600525,-0.7385430335998535,-0.43072670698165894,-0.3182854652404785,-0.19621233642101288,0.2719164490699768,0.152957946062088,-0.9751185774803162,0.13971233367919922,0.8957862854003906,0.21042819321155548,-0.53541100025177,-0.41918089985847473,0.353200227022171,-0.4822482466697693,-1.0129036903381348,0.7646915316581726,-0.015473771840333939,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0
-0.5894610285758972,-0.15731485188007355,0.6744843125343323,-0.6732962727546692,-0.9747523665428162,-0.3182854652404785,-1.3091713190078735,-1.201358437538147,0.25334715843200684,0.17103296518325806,-0.23422665894031525,-1.3476288318634033,0.06333892047405243,-0.942935049533844,0.14411991834640503,-0.9674078822135925,0.0,-1.3249661922454834,1.085318684577942,-5.199337482452393,0,0,0,0,1,0,1,1,1,0,1,0,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,1,1
-0.4307272732257843,0.5350776314735413,0.4307488203048706,0.2595500946044922,0.10505114495754242,0.2822147309780121,0.5458263754844666,-0.5381049513816833,-0.8862571120262146,-0.12033914029598236,-0.7363138794898987,-1.2206465005874634,0.9674202799797058,0.8823526501655579,-1.2227466106414795,-9.860841601039283e-06,-0.13971029222011566,-1.2206476926803589,0.7646915316581726,0.2822161316871643,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1
-0.5084905624389648,-0.7646982669830322,-1.3691871166229248,0.44418925046920776,-5.0129714012146,-0.3182854652404785,-0.3113230764865875,-0.5381049513816833,-0.6281363368034363,-0.430725634098053,1.2206406593322754,-0.5894826054573059,-0.08873937278985977,0.13965922594070435,-0.5871883034706116,0.353200227022171,-1.1281436681747437,1.2206180095672607,-1.0444103479385376,-1.069771409034729,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0
-0.4307272732257843,-1.0853211879730225,-1.0443973541259766,-0.3028564751148224,0.5894538164138794,1.6884572505950928,-1.1034271717071533,-1.201358437538147,-1.2257578372955322,1.523056983947754,0.5894646644592285,-0.13972371816635132,0.06333892047405243,0.5087087154388428,-0.766939103603363,-0.28670355677604675,0.43072736263275146,-0.13972455263137817,0.13967883586883545,0.7647097110748291,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0
-0.28221458196640015,-0.26415205001831055,0.4307488203048706,-0.7986384034156799,-0.43072670698165894,0.7381707429885864,0.5350826382637024,-0.5381049513816833,-0.36120152473449707,-0.430725634098053,-1.2206494808197021,-1.2206465005874634,0.631401538848877,-0.703952968120575,-0.5871883034706116,-0.9674078822135925,-0.09297186881303787,0.5084826946258545,-0.2104167342185974,0.13971006870269775,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
-0.9674230813980103,-0.7646982669830322,0.6744843125343323,-1.3432116508483887,-0.43072670698165894,-0.3182854652404785,0.4511908292770386,-0.5381049513816833,-0.5268601775169373,0.4307268559932709,-4.631607225746848e-06,-0.7648627161979675,-0.4307244122028351,1.0857210159301758,0.14411991834640503,-0.6744365096092224,1.0761888027191162,-0.8416270613670349,1.085318684577942,-0.5413944721221924,0,0,1,0,0,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0
1.2636665105819702,0.2104278802871704,0.4307488203048706,-0.10116876661777496,0.10505114495754242,0.7381707429885864,0.06968450546264648,-0.1370084583759308,-1.4576846361160278,-0.9751185774803162,0.43073439598083496,0.8957862854003906,-0.012663526460528374,1.2282136678695679,-0.5871883034706116,0.7646597027778625,-0.7647096514701843,1.2559019327163696,-0.7646943926811218,-1.2886182069778442,0,1,1,0,0,1,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
