Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9
0.645628809928894,1.5321528911590576,1.3444608449935913,0.36291295289993286,0.6186841130256653,-0.13971610367298126,0.5865663290023804,-1.6325072050094604,-1.2653337717056274
0.7647042870521545,-1.2040727138519287,1.1281440258026123,0.13971805572509766,0.3025425374507904,0.4788953363895416,-1.3846317529678345,0.38192254304885864,0.7647097110748291
-0.35549217462539673,-1.4005001783370972,-0.4307275116443634,-1.220664143562317,-1.2481529712677002,-0.7325642704963684,1.0530527830123901,0.1397198736667633,-0.5819004774093628
1.9491219520568848,-1.3162635564804077,-0.06968016177415848,-1.1510064601898193,-1.109517216682434,-1.5630255937576294,-1.2061396837234497,-0.1077537015080452,0.8479434251785278
-0.43073612451553345,4.532055377960205,-1.0444097518920898,0.15116749703884125,-0.03340338543057442,0.7647081017494202,-1.2615540027618408,-0.43072807788848877,0.44201233983039856
0.24616284668445587,0.7647423148155212,-0.764705240726471,1.2206321954727173,0.9131636619567871,0.4146338999271393,-0.43068376183509827,0.15339921414852142,0.031147964298725128
0.9996902942657471,-1.038185715675354,0.28221800923347473,-1.2633304595947266,-1.1176187992095947,-2.6581883430480957,0.3192826509475708,-0.9416490793228149,-1.5901293754577637
0.8761415481567383,-0.3210444748401642,1.1281440258026123,0.5755840539932251,0.7093726396560669,-0.07298769056797028,-0.8890590667724609,1.4321308135986328,0.8854183554649353
1.2206416130065918,0.24542708694934845,-1.0444097518920898,-0.3107786178588867,-0.43265318870544434,0.3352573812007904,-0.4952038824558258,-0.5597454309463501,0.724457859992981
-1.4201831817626953,2.0095696449279785,-0.535081684589386,0.8686469197273254,0.7647163271903992,1.2206416130065918,-1.0596152544021606,0.49679043889045715,0.44734230637550354
1.6325525045394897,-1.446266770362854,-0.06968016177415848,-1.426861047744751,-1.3265761137008667,-1.215095043182373,-0.9124826192855835,-1.7032020092010498,0.09895118325948715
